"654","COMPLEX COMERCIAL APUSULUI"
"655","PIATA VIRGILIU"
"656","SALA PALATULUI"
"657","DRUMUL OSIEI"
"658","G-RAL  ALEXANDRU CERNAT"
"659","PETRU RARES"
"660","SALA LUCIAN GRIGORESCU"
"661","CALEA FLOREASCA"
"662","GARIBALDI"
"663","MIHAIL GLINKA"
"664","CIRCUL BUCURESTI"
"665","LUIGI GALVANI"
"666","INSTITUTUL DE CONSTRUCTII"
"667","GRIGORE IONESCU"
"668","RADOVANU"
"669","ITCANI"
"670","INSTITUTUL ONCOLOGIC"
"671","LICEUL VICTOR BABES"
"672","F. C. JUVENTUS"
"673","BD. GHICA TEI"
"674","BASCOV"
"675","AREFULUI"
"676","DANTELEI"
"677","LAVEI"
"678","CIMITIRUL GHENCEA 3"
"679","STRAND STRAULESTI"
"680","SOS.BUCURESTI TARGOVISTE"
"681","LACUL GRIVITA"
"682","PISCUL SCOARTEI"
"683","PISCUL RADULUI"
"684","DRUMUL REGIMENTULUI"
"685","DARMANESTI"
"686","BD. APICULTORILOR"
"687","MANASTIREA CASIN"
"688","VASILE GHERGHEL"
"689","SPITALUL CLINIC FILANTROPIA"
"690","PRIMARIA SECTOR 1"
"691","BD. FICUSULUI"
"692","HORIA MACELARIU"
"693","ROMAERO"
"694","ANGHEL MOLDOVEANU"
"695","TUDOR GOCIU"
"696","DEPOUL GIURGIULUI"
"697","POGOANELE"
"698","C.E.T. PROGRESUL"
"699","ACTIUNII"
"700","VALEA IALOMITEI"
"701","TEXTILA MILITARI"
"702","INTRAREA SERELOR"
"703","TABEREI"
"704","CARTIER REZ. SPLAIUL UNIRII"
"705","NICOLAE TECLU"
"706","SPLAIUL UNIRII 749"
"707","COMPLEX AUTO SPLAIUL UNIRII"
"708","RELEULUI"
"709","TEIUS"
"710","SOSEAUA MAGURELE"
"711","CARACAL"
"712","TOBOSARI"
"713","GUTUILOR"
"714","PETRE GRIGOREANU"
"715","SCOALA GENERALA NR. 127"
"716","DUMITRU PENES"
"717","PLATFORMA COMERCIALA ARCADE BE"
"718","TOMESTI"
"719","SPITALUL DR. MARINESCU"
"720","AMIRO"
"721","PIATA SUDULUI"
"722","HUSI"
"723","TORENTULUI"
"724"," RAUL COLENTINA"
"725","INTRARE SAT CATELU"
"726","SAT CATELU"
"727","C.F.R. CATELU"
"728","SOSEAUA INDUSTRIILOR"
"729","PIATA CATELU"
"730","MUNTII MEHEDINTI"
"731","POLICOLOR 2"
"732","PUPITRULUI"
"733","DARABANI"
"734","IRISULUI"
"735","SOSEAUA DUDESTI PANTELIMON"
"736","FUNDENI"
"737","SPICULUI"
"738","INTRAREA FUNDENI"
"739","COMPLEX COMERCIAL FUNDENI"
"740","BARAJUL DUNARII"
"741","ATLASULUI"
"742","JANDARMERIEI"
"743","GRIGORE ALEXANDRU GHICA"
"744","G-RAL ION BUNOAICA"
"745","I.N.M.H."
"746","INSTITUTUL METEOROLOGIC"
"747","DRUMUL MATASII"
"748","OASPETILOR"
"749","SOSEAUA PETRICANI"
"750","MAIOR BACILA"
"751","POIANA CU ALUNI"
"752","MINERILOR"
"753","RASCOALA 1907"
"754","BD.LACUL TEI"
"755","POVERNEI"
"756","MUZEUL TARANULUI ROMAN"
"757","SANDU ALDEA"
"758","ORLANDO"
"759","PARC HERASTRAU"
"760","AMBASADA S.U.A."
"761","PADUREA BANEASA"
"762","RESTAURANT BANEASA"
"763","GRADINA ZOOLOGICA"
"764","MICROELECTRONICA"
"765","JOLIE VILLE BANEASA"
"766","ACADEMIA DE POLITIE"
"767","TEIULUI"
"768","PENITENCIARUL RAHOVA"
"769","ALBOTESTI"
"770","GLADIOLELOR"
"771","CELOFIBREI"
"772","SMARDAN"
"773","CARTIER FORTUNA COBORARE"
"774","CARTIER FORTUNA"
"775","VENUS"
"776","SOSEAUA VARTEJULUI"
"777","SLATINA"
"778","CURTEA DE ARGES"
"779","PECINISCA"
"780","SOSEAUA ALEXANDRIEI"
"781","ALEEA PRIVIGHETORILOR"
"782","LICEUL FRANCEZ"
"783","PASAJ C.F.R.OTOPENI"
"784","PASAJ OTOPENI"
"785","SAT ODAI"
"786","I. C. S. I. M."
"787","FERMA ODAI"
"788","ADP SECTOR 1"
"789","CIMITIRUL STRAULESTI"
"790","C.F.R. CENTURA"
"791","BD. PETRILA"
"792","BUZIAS"
"793","DOI COCOSI"
"794","CFR CENTURA"
"795","SOSEAUA ODAI 179"
"796","PASAJ C.F.R. OTOPENI"
"797","SOSEAUA BUCURESTI-PLOIESTI 107"
"798","POD LACURI"
"799","PIATA DE GROS"
"800","PRIDVORULUI"
"801","COSTACHE STAMATE"
"802","PALATUL NATIONAL AL COPIILOR"
"803","PARCUL TINERETULUI"
"804","VISANA"
"805","COLECTIV"
"806","C.F.R."
"807","SOS. CAMPIA LIBERTATII"
"808","INSTITUTUL AGRONOMIC"
"809","SOSEAUA MIHAI BRAVU 88"
"810","PIATA LAHOVARI"
"811","BD. BUCURESTI NOI"
"812","SARAFINESTI"
"813","ZEFIRUL"
"814","DR.STAICOVICI"
"815","DR. STAICOVICI"
"816","SEMANATOAREA POARTA 2"
"817","SEMANATOAREA"
"818","POLITEHNICA"
"819","PRIMARIA MUNICIPIULUI BUCUREST"
"820","E.L.C.E.N."
"821","A.N.E.F.S."
"822","FACULTATEA DE FILOSOFIE"
"823","COMPLEX GROZAVESTI"
"824","CAMIN U4"
"825","COMPLEX REGIE"
"826","G-RAL PETRE POPOVAT"
"827","STADION"
"828","LUNCA BARZESTI"
"829","SOSEAUA BERCENI"
"830","MATASARI"
"831","SOS.PANTELIMON"
"832","OITUZ"
"833","PERIS"
"834","CIUCA STEFAN"
"835","ESCALEI"
"836","MENTIUNII"
"837","ZAMFIR NICOLAE"
"838","GHERGHITEI"
"839","SOSEAUA CHITILA"
"840","INSTITUTUL SF. MARIA"
"841","PRESTIGE"
"842","PARAUL RECE"
"843","CAZANESTI"
"844","PRIMARIA POPESTI-LEORDENI"
"845","VIILOR"
"846","FAGULUI"
"847","VISCOFIL"
"848","ALEEA DANUBIANA"
"849","DANUBIANA"
"850","ALEXANDRU IOAN CUZA"
"851","SCOALA DE APLICATIE"
"852","LICEU"
"853","EMINESCU"
"854","G-RAL  PRAPORGESCU"
"855","POPASUL RANDUNICA"
"856","POLICLINICA"
"857","BISERICII"
"858","SAT DUDU"
"859","CIMITIRUL CHIAJNA"
"860","BISERICA CHIAJNA"
"861","MAGAZIN ALIMENTAR"
"862","STATUIE"
"863","CHIAJNA"
"864","PREOT SEBE COSTIN"
"865","G-RAL  EREMIA GRIGORESCU"
"866","CANAL ARGES"
"867","CIMITIRUL GHENCEA 2"
"868","CENTURA DOMNESTI"
"869","STATIA ELECTRICA"
"870","PUTUL OLTENI"
"871","RADULUI"
"872","FRUMOASA"
"873","PODUL CIOROGARLA"
"874","FLOAREA SOARELUI"
"875","FABULEI"
"876","PANSELELOR"
"877","PRIMARIA DOMNESTI"
"878","CIUTACI"
"879","SCOALA GHEORGHE CORNELIU"
"880","MORII"
"881","CANTON DRUMURI"
"882","C.F.R. DOMNESTI"
"883","SCOALA DE 4 ANI"
"884","BABOI"
"885","SARUTULUI"
"886","BUBICA"
"887","CERNEI"
"888","ANSAMBLUL OLTENI"
"889","METRO VOLUNTARI"
"890","DORALY"
"891","SOSEAUA AFUMATI"
"892","BRAZI"
"893","PRIMARIA AFUMATI"
"894","AFUMATI"
"895","LICEUL TEORETIC RADU POPESCU"
"896","GHEORGHE COSTA-FORU"
"897","POSADA"
"898","DOMNITA BALASA"
"899","FORTULUI"
"900","C. F. R. CENTURA"
"901","S.C. GLINCARN"
